bacterie,temperature,rendement
59,16,92.03735690602721
59,17,93.63380807753161
59,18,105.09533133010679
59,19,106.15545001534976
59,20,108.60417113533455
59,21,116.00611438814481
59,22,123.39356492436923
59,23,123.36915583824836
59,24,129.06734880726043
59,25,133.02263079532406
59,26,135.62893233790658
59,27,142.47044895149915
59,28,147.41597530015306
59,29,152.2233455492666
60,10,59.23376312630454
60,11,67.28894699044854
60,12,68.87869052730895
60,13,75.91732185319346
60,14,78.08933384770474
60,15,84.12832918134825
60,16,87.54248392912739
60,17,92.48230170572187
60,18,96.89089245279928
60,19,100.48102300911056
60,20,106.22516972534392
60,21,111.21816381481263
60,22,115.08216952565826
60,23,115.1700369752393
60,24,119.45025094796489
60,25,125.64845642885658
60,26,127.99100314330892
60,27,130.5743800415807
60,28,137.84713353885996
60,29,139.47994318286368
61,10,64.88920741341259
61,11,68.01278138591925
61,12,72.78368511459253
61,13,77.85894716484412
61,14,78.18609173539802
61,15,84.60982604762636
61,16,91.42122983514852
61,17,95.44260808073517
61,18,102.88295264883185
61,19,106.51354850477523
61,20,107.32936390682838
61,21,115.43888898258282
61,22,117.60934018163275
61,23,121.11944975806625
61,24,125.03402735057202
61,25,130.5759489622696
61,26,132.64211254451817
61,27,139.40957650403845
61,28,143.21463200701686
61,29,149.04350142625353
62,10,53.67787747231893
62,11,60.24741281667628
62,12,58.05697377470251
62,13,68.07478720689235
62,14,71.87244222738984
62,15,72.59901558288134
62,16,80.49204594011955
62,17,81.41308671234358
62,18,82.07595134393708
62,19,88.30387640682594
62,20,92.4851573042451
62,21,100.98642106174006
62,22,101.32365434104257
62,23,101.64980993142547
62,24,108.28575213579228
62,25,108.27535116174424
62,26,117.53995917147851
62,27,116.75549401951018
62,28,122.81861124055976
62,29,124.91034140726596
63,10,57.84163988899273
63,11,66.45992751266942
63,12,72.72685181864844
63,13,74.70126292130223
63,14,78.25359991815125
63,15,87.44160276756952
63,16,87.4453408717827
63,17,95.77356386254164
63,18,96.7077196468164
63,19,100.45676846590679
63,20,102.66747410619072
63,21,106.00512181487574
63,22,111.89305583626961
63,23,120.91314584172792
63,24,120.51817382877817
63,25,126.03298219546544
63,26,125.7596669398466
63,27,139.69116216030304
63,28,139.5571373236436
63,29,145.59370030445118
64,10,61.338804808570444
64,11,66.36619514820467
64,12,70.42350336958508
64,13,75.2822112990583
64,14,73.4416675466065
64,15,78.35899010505982
64,16,84.17663161753518
64,17,84.89769731181555
64,18,92.62872328693884
64,19,97.88404289047972
64,20,98.24545783604235
64,21,104.7381305151173
64,22,104.74609715897641
64,23,113.77816312878146
64,24,112.03370392108849
64,25,121.57133288058218
64,26,124.39109154984317
64,27,127.70527173355319
64,28,131.24908912787996
64,29,134.27933152974185
65,10,63.49543432027355
65,11,67.57863187521251
65,12,70.70015296179768
65,13,75.12111447435399
65,14,79.1586287794718
65,15,85.57892172840319
65,16,89.63460818346007
65,17,90.99229046540222
65,18,96.86502150130349
65,19,102.46574715478796
65,20,100.96637999180349
65,21,108.6587948804246
65,22,112.35695879118681
65,23,121.19705980389345
65,24,120.43458086932348
65,25,123.80564365129293
65,26,126.23474035507246
65,27,131.4539287421073
65,28,136.95201655526446
65,29,140.79250064128584
66,10,51.503674379001644
66,11,54.13467650471493
66,12,55.05870681502917
66,13,61.72944892131264
66,14,65.8225542160192
66,15,65.35522181187996
66,16,66.23419180871188
66,17,74.43952528952386
66,18,73.42676023685738
66,19,77.62350324157948
66,20,86.21560587955317
66,21,84.54573258257386
66,22,90.63572376674607
66,23,91.59067549418059
66,24,91.66891170441545
66,25,95.19521526251432
66,26,96.00830082148343
66,27,103.484564813076
66,28,107.40295806420711
66,29,112.58861594976558
67,10,57.19077487943194
67,11,66.47172952278713
67,12,69.59531215373039
67,13,73.41708232866435
67,14,74.1986798813096
67,15,79.24628532436402
67,16,81.44062721518326
67,17,88.12522237142258
67,18,91.1175135168027
67,19,91.41205480251183
67,20,97.28897598206775
67,21,104.01836271071366
67,22,109.33564464177115
67,23,113.36099943504382
67,24,113.18158689232828
67,25,118.40982874004268
67,26,122.72874484879384
67,27,124.23611543744668
67,28,128.77068350470887
67,29,129.8795608171367
68,10,71.00572420605465
68,11,73.76506822178659
68,12,75.53531098681071
68,13,76.85343626975735
68,14,88.08356668813906
68,15,92.38704043432811
68,16,98.42511991983903
68,17,100.40347097534539
68,18,108.09262240710433
68,19,110.1900587693506
68,20,117.14481606833837
68,21,119.90971300984312
68,22,124.8316810296863
68,23,127.2005837390879
68,24,132.85051300180726
68,25,138.03094508887133
68,26,141.78110601149115
68,27,150.12004751142044
68,28,151.46334308755382
68,29,156.13382837726422
69,10,60.67519538405708
69,11,63.88131102700106
69,12,66.83869370417683
69,13,73.16565024584567
69,14,74.72625073276171
69,15,76.82723994949276
69,16,84.92342947732988
69,17,84.56600387543455
69,18,95.70558189491572
69,19,95.47359543870397
69,20,97.43779391830046
69,21,105.06195691842447
69,22,106.39193890573058
69,23,114.17377327367979
69,24,116.46761298091504
69,25,119.01054371062364
69,26,121.80507751245024
69,27,126.42772388382474
69,28,129.0375229347598
69,29,134.89596612281295
70,10,55.147508869388346
70,11,59.48659940965912
70,12,61.65789871809667
70,13,65.45604595346342
70,14,68.44021424904638
70,15,71.83216385103516
70,16,78.73370025275419
70,17,76.81636429524195
70,18,83.53884645951197
70,19,84.76041249331986
70,20,87.9604020153411
70,21,89.70063292568965
70,22,95.29082104962168
70,23,99.32337878063882
70,24,101.83861093428325
70,25,105.45320508348289
70,26,108.79017778163362
70,27,114.21812806500829
70,28,117.68035581725925
70,29,121.50024934235427
71,10,68.94067364419955
71,11,73.39556326700895
71,12,76.60670967861334
71,13,82.30748417993294
71,14,88.22589741116147
71,15,92.02661603443143
71,16,97.51293015967062
71,17,100.63968387661305
71,18,106.78073149121221
71,19,108.53128794859437
71,20,113.45095273185801
71,21,122.18845223064882
71,22,125.27579751371881
71,23,130.82399085949658
71,24,131.9586418602141
71,25,140.7534477733563
71,26,146.87282912876398
71,27,150.158075243676
71,28,151.60645297213713
71,29,156.8086596484492
72,10,60.94030400912208
72,11,63.54656278732146
72,12,67.29403532148632
72,13,73.78526137894877
72,14,78.12937570517043
72,15,81.98649549305978
72,16,84.09185699944487
72,17,92.84299923086499
72,18,92.15534195378868
72,19,95.52848721758129
72,20,98.96291885425191
72,21,103.36423819299878
72,22,109.97857588864014
72,23,110.13065945370245
72,24,115.1023278593788
72,25,121.97737538978225
72,26,127.59747585027779
72,27,127.84387650251992
72,28,134.78452238888187
72,29,134.30126987221914
73,10,58.33973409561838
73,11,63.45014322575645
73,12,66.77725597693149
73,13,68.22342437001568
73,14,73.54159190095008
73,15,80.0752974250333
73,16,83.78916302356055
73,17,83.49685432461236
73,18,90.80961694086629
73,19,93.01384800155843
73,20,96.2307873746716
73,21,99.71422801758304
73,22,103.70521995669141
73,23,108.02160798242116
73,24,110.90743106855598
73,25,116.16354353175758
73,26,119.99789802483092
73,27,127.00155296776704
73,28,127.42617092060826
73,29,134.39279050264187
74,10,56.95397760745219
74,11,59.025632059385075
74,12,67.51089534722563
74,13,72.70137474546985
74,14,69.91966866759336
74,15,75.49622763967987
74,16,81.77191756332047
74,17,85.0384564356164
74,18,89.95552767880713
74,19,92.07369477147377
74,20,96.11293391361203
74,21,101.8308796231031
74,22,104.49839449940158
74,23,113.92364972191943
74,24,113.30636768884851
74,25,120.00879151706911
74,26,121.62002453096598
74,27,125.22451737154178
74,28,126.66614042128731
74,29,130.60427926078745
75,10,68.69305477448897
75,11,70.26678451111997
75,12,68.58737249851877
75,13,78.63846648763966
75,14,81.51857334177579
75,15,86.2763281408633
75,16,90.47841384797461
75,17,95.11993625817719
75,18,99.4890409163778
75,19,105.65075144187333
75,20,109.99183562098163
75,21,114.90585005799483
75,22,118.95985343124734
75,23,122.44719862356905
75,24,122.34529377302792
75,25,129.2413823495097
75,26,139.12633126416304
75,27,143.01533334276454
75,28,143.27943511012356
75,29,151.02209703876048
76,10,61.87856051004083
76,11,69.46957599976112
76,12,71.70882844268085
76,13,74.6478034376671
76,14,76.85919653258901
76,15,77.52473996053851
76,16,85.46370840456642
76,17,89.44611198264782
76,18,99.04205333712956
76,19,98.40418140075226
76,20,105.63049635803448
76,21,106.73189626099739
76,22,109.25223307691658
76,23,117.88470828327911
76,24,119.44434356244473
76,25,127.37593305017079
76,26,129.09803152004218
76,27,134.3956527827126
76,28,142.42903541323724
76,29,143.13089716812897
77,10,57.75944795469899
77,11,65.0830623812221
77,12,66.68269222248077
77,13,71.79775328106496
77,14,77.89338938558495
77,15,82.62421447922873
77,16,80.40368270012542
77,17,89.54030046061786
77,18,92.22890190732326
77,19,98.61094951287765
77,20,101.8392700895613
77,21,106.9014876097127
77,22,112.58177189987987
77,23,108.66766229826852
77,24,114.72914283345266
77,25,118.54652856862047
77,26,127.41482846273905
77,27,128.23808468768365
77,28,132.56021422567954
77,29,140.25020336432237
78,10,59.814410380273074
78,11,64.59508147724996
78,12,64.69421080866233
78,13,70.71366713307233
78,14,78.31634672085434
78,15,79.47831887575626
78,16,87.7199979731229
78,17,85.21328414379212
78,18,94.41210957146554
78,19,100.24851281709363
78,20,100.31798579529236
78,21,104.93438761217938
78,22,107.41336273378512
78,23,113.91880468922395
78,24,117.93342554498514
78,25,124.20736455231639
78,26,127.78549548515177
78,27,129.01477271324265
78,28,133.8757476223797
78,29,138.3422410121685
79,10,63.72590862799771
79,11,73.79450003007102
79,12,76.3942528359186
79,13,79.2312122550274
79,14,82.93369798438349
79,15,89.3934510856016
79,16,92.0827843949457
79,17,98.70021926897445
79,18,100.88962352031491
79,19,108.58111473044727
79,20,114.93090637255948
79,21,114.26534742118338
79,22,124.2845956656738
79,23,127.86974627479668
79,24,136.48939526955442
79,25,138.66387300235615
79,26,143.0459623173068
79,27,144.960796817073
79,28,148.84759587603156
79,29,156.7802235709335
80,10,64.22253958229958
80,11,67.32597658215126
80,12,73.72092473102627
80,13,80.38306041763728
80,14,86.25711718096284
80,15,87.28204291988968
80,16,93.19597770041901
80,17,95.56167994358576
80,18,100.90018459381346
80,19,107.63240880764593
80,20,110.52923050589688
80,21,113.40589708610456
80,22,118.23131984563744
80,23,122.42083209659037
80,24,128.53309808584675
80,25,131.25706429719088
80,26,138.02323100177657
80,27,140.11859896799865
80,28,148.28467852088895
80,29,152.2625382152086
81,10,70.27854229235432
81,11,71.53136565102544
81,12,75.99193174313045
81,13,79.54765367221532
81,14,84.38339656075023
81,15,90.98050225753624
81,16,93.17033462911148
81,17,96.9941354222232
81,18,104.96335977427768
81,19,108.74150505639841
81,20,113.42804486921617
81,21,118.15300188109184
81,22,124.51864013288953
81,23,130.6048441943907
81,24,133.7071223408456
81,25,139.59059454825282
81,26,144.50993052395384
81,27,145.20197232757067
81,28,149.72067737713112
81,29,156.3273132083264
82,10,60.57310683402618
82,11,66.69860840466129
82,12,72.25898751233012
82,13,75.88256456102883
82,14,80.27608898906853
82,15,85.11513701618019
82,16,92.39930541353623
82,17,93.95681333994595
82,18,96.41287865768308
82,19,103.991128638846
82,20,110.04311706396699
82,21,111.75882200553005
82,22,114.50565473527034
82,23,117.99232271552495
82,24,121.3257056336624
82,25,127.0618477698389
82,26,131.3024787529241
82,27,139.13394484398577
82,28,139.11323243216515
82,29,148.70534855722502
83,10,66.54491179051126
83,11,69.28903329215747
83,12,70.80356475333238
83,13,73.88119622758174
83,14,84.76700415087932
83,15,86.81616785352851
83,16,91.5268203006924
83,17,97.26992240961599
83,18,100.14221127557352
83,19,107.45616327043714
83,20,110.74001415893451
83,21,113.02445352801044
83,22,117.67638594993772
83,23,123.57329821050598
83,24,128.33531204693017
83,25,127.86202259059766
83,26,137.8300038935128
83,27,140.44244872222404
83,28,148.2443349333942
83,29,149.87457974551998
84,10,59.185232592797185
84,11,61.747932768853566
84,12,65.34496294657129
84,13,70.6456103092112
84,14,77.28420884727568
84,15,78.05422498271741
84,16,81.19696385992808
84,17,85.0842002689558
84,18,90.56084564251834
84,19,91.4071492301312
84,20,98.45686993425674
84,21,100.74322542285753
84,22,105.31304393044141
84,23,106.47987475300143
84,24,113.20784760405982
84,25,116.46528823483614
84,26,118.29325360195661
84,27,120.74689422409038
84,28,127.77769732047292
84,29,132.27605523334384
85,10,66.22077130689121
85,11,64.48584644378185
85,12,71.07392474561976
85,13,73.00681548471952
85,14,79.65279295360148
85,15,83.04782428692423
85,16,86.75458920043633
85,17,92.5073929332119
85,18,97.15041608221418
85,19,99.46779152148385
85,20,107.82763972374444
85,21,108.75811271389314
85,22,111.61660398793795
85,23,112.97426444354065
85,24,121.78305202290076
85,25,124.07794033051545
85,26,127.96768398779076
85,27,132.38564054967557
85,28,133.82277171957602
85,29,139.738912776242
86,10,65.43210720997583
86,11,66.62013026488884
86,12,74.0354534073948
86,13,76.15527186631583
86,14,79.60196357187154
86,15,89.9049338152346
86,16,92.8998170436652
86,17,93.10343710560048
86,18,96.96567356524895
86,19,104.2283382762447
86,20,107.33931280639656
86,21,106.87997260820457
86,22,117.07333229742595
86,23,118.92277217225444
86,24,121.72057081051182
86,25,130.38350876838825
86,26,134.74310765331842
86,27,136.56171598369434
86,28,145.50697835658605
86,29,149.3856070588687
87,10,60.36146069352468
87,11,68.8547685118029
87,12,74.54579433626253
87,13,79.82160738203585
87,14,81.43078576230793
87,15,84.30620916980932
87,16,94.17648967861737
87,17,95.98164936905677
87,18,97.44640794215451
87,19,105.5176498161753
87,20,109.29159453905086
87,21,113.05917831496042
87,22,115.49180444903645
87,23,120.56940623533028
87,24,121.69245327090619
87,25,123.7484250411393
87,26,133.78383383538892
87,27,135.3963066663969
87,28,145.62146989621266
87,29,147.4563607957283
88,10,63.91975199074887
88,11,69.1308854851932
88,12,68.00692070622429
88,13,78.91861609893645
88,14,83.75806397795057
88,15,85.500259270778
88,16,91.01502809725075
88,17,98.0637950317003
88,18,98.53958035514744
88,19,100.28483464587825
88,20,108.47728296138402
88,21,113.25084647258223
88,22,117.99445202609347
88,23,122.19117359185586
88,24,128.99179492898432
88,25,127.88360301413455
88,26,136.41602053436213
88,27,139.0812677866004
88,28,141.24923314134048
88,29,149.61357833367268
89,10,58.63939742973354
89,11,65.44690144265392
89,12,71.1554125896364
89,13,75.13760497140314
89,14,79.48902724509482
89,15,83.57950101388192
89,16,84.0253924500995
89,17,88.62403602370959
89,18,95.6385607206912
89,19,99.35159365898274
89,20,102.7477617099187
89,21,107.20524066405703
89,22,112.50779658317605
89,23,118.47050781775386
89,24,118.63002451628114
89,25,121.27086493137696
89,26,129.11362727983277
89,27,131.28987126933416
89,28,134.45445419605167
89,29,137.63626093429764
90,10,64.83298123703638
90,11,70.23403939866455
90,12,73.21897718222603
90,13,79.72305699241153
90,14,83.6044971232516
90,15,90.25758960491679
90,16,92.25397736001294
90,17,94.20567383283122
90,18,98.25344916686396
90,19,104.87691942133533
90,20,108.21941637580674
90,21,112.95854293774336
90,22,116.7409487725294
90,23,123.30333068848581
90,24,130.4507229590464
90,25,133.33243181492227
90,26,137.81892509651382
90,27,138.45353577629822
90,28,144.99858184588052
90,29,151.9610636343851
91,10,61.64740243400774
91,11,66.24082656816962
91,12,70.74734163120021
91,13,72.13723144315337
91,14,76.85633080875353
91,15,83.46583820977712
91,16,88.70048908655966
91,17,91.79284497587012
91,18,94.01547437757078
91,19,99.69052380236324
91,20,104.0350493709455
91,21,109.38428704539339
91,22,114.60709627314552
91,23,114.85685073710752
91,24,119.61245608910993
91,25,125.16690506693001
91,26,130.87990106990767
91,27,134.67961577110376
91,28,139.71620369247987
91,29,144.26996491628998
92,10,62.32070948682009
92,11,66.34930092508594
92,12,66.23501757388748
92,13,72.54819033526226
92,14,76.69670762754795
92,15,82.23327953135366
92,16,86.16570492165366
92,17,88.3183462040054
92,18,96.95834734585496
92,19,93.80632389097649
92,20,101.49075431551698
92,21,100.7168080484559
92,22,107.1184671873448
92,23,113.43017998347678
92,24,116.45519672843263
92,25,119.31398600350794
92,26,127.41541491493899
92,27,128.70213384591517
92,28,134.64747843219172
92,29,136.939326669615
93,10,42.86548299052499
93,11,46.95366348205954
93,12,49.98897282919372
93,13,53.80289391014033
93,14,54.67440620074605
93,15,59.087890992304416
93,16,58.867773955171984
93,17,62.207099155847416
93,18,64.91325490836043
93,19,66.09581421983954
93,20,72.19427525470819
93,21,72.97684464526151
93,22,70.69519954264852
93,23,76.56273248655556
93,24,82.44655350262968
93,25,83.86357755677186
93,26,82.38629063650349
93,27,88.77556094823481
93,28,88.77475786120677
93,29,92.07733260443787
94,10,47.906325325752874
94,11,56.15998635970613
94,12,57.58962873640554
94,13,59.43740623357504
94,14,62.84411541902539
94,15,64.31462592852374
94,16,69.11223049063533
94,17,74.76125397273162
94,18,72.7281939066613
94,19,78.66069797318889
94,20,81.77900008300259
94,21,82.99850045178715
94,22,87.04695283579956
94,23,92.51820231895242
94,24,93.71937906188225
94,25,96.38792017203477
94,26,99.65103558556133
94,27,101.597710637594
94,28,103.96497309018504
94,29,108.4691559927921
95,10,65.209915028018
95,11,66.85073430308239
95,12,71.24732539440954
95,13,76.4061747405806
95,14,79.88149826646405
95,15,86.01527022689963
95,16,91.88069404587435
95,17,93.38333084679238
95,18,97.6807473598741
95,19,106.61646607338758
95,20,107.03750645764742
95,21,111.1124258666327
95,22,119.95192964983693
95,23,119.02204206754752
95,24,125.63280921943294
95,25,130.18719942371493
95,26,138.19613325297956
95,27,135.65591272391987
95,28,140.30786747085918
95,29,147.10173852721897
96,10,52.590541482174125
96,11,60.68424599189311
96,12,62.832911848059815
96,13,62.66668302230207
96,14,65.44061531198227
96,15,73.32855004084065
96,16,76.62430624209162
96,17,77.89886433909145
96,18,83.9131464912779
96,19,83.77055336054272
96,20,90.08168955649981
96,21,92.36384070554048
96,22,98.01296994348962
96,23,102.36413873578225
96,24,102.43549079576455
96,25,105.52000959879805
96,26,108.03404456852586
96,27,113.35041521711456
96,28,116.48873547822421
96,29,121.3910124687141
97,10,63.80066586475057
97,11,66.16483033387914
97,12,68.24772751100674
97,13,72.81109600513292
97,14,77.51407973487542
97,15,82.01203089629688
97,16,83.24656327671629
97,17,88.19578033383883
97,18,95.73107277401968
97,19,96.28388473233993
97,20,103.35104513534023
97,21,104.42391945294715
97,22,107.9267158373663
97,23,113.22804289216386
97,24,115.18034527875426
97,25,120.30200020245901
97,26,127.99010592198469
97,27,127.38459642318496
97,28,131.59601147853516
97,29,139.3626526551782
98,10,66.0412944910429
98,11,72.11864076799105
98,12,76.97000260443751
98,13,78.67040852919587
98,14,84.43736092445435
98,15,94.27983872659492
98,16,96.6340716183242
98,17,99.25570737575725
98,18,104.19663081379315
98,19,110.03190030841971
98,20,112.7414762417662
98,21,117.12304979749918
98,22,119.38444956547363
98,23,127.51998161120434
98,24,132.04712603648485
98,25,138.66575980707898
98,26,140.29454747129068
98,27,144.05188242175274
98,28,151.64132507619058
98,29,156.2426367412855
99,10,57.420863096414855
99,11,62.23690021154049
99,12,64.17736965876261
99,13,67.70115368232673
99,14,69.56907996463755
99,15,75.03950945908431
99,16,77.90618676578539
99,17,82.30761272997678
99,18,86.40223935386848
99,19,89.32905115108615
99,20,91.18114244199121
99,21,94.61147807559382
99,22,101.64805622530534
99,23,104.10987763251656
99,24,104.60658563512054
99,25,111.90500273865902
99,26,117.2344500264688
99,27,120.55947243235495
99,28,125.5208010374421
99,29,126.57395432510856
100,10,54.22256759032943
100,11,61.30316513303384
100,12,60.07961803607838
100,13,65.34876609916022
100,14,69.16736887247808
100,15,74.47266192513638
100,16,76.4683389361313
100,17,76.83665724326428
100,18,83.30209765570376
100,19,86.09463260426327
100,20,92.01710147371136
100,21,96.53353072115027
100,22,97.25939424103656
100,23,101.77830232391655
100,24,103.7215347470119
100,25,105.72148866039979
100,26,110.94981057277933
100,27,113.77915049254614
100,28,115.60606115370378
100,29,123.9409400160433
